srcid,IntDate,Mode,Q1_CF_Order,Q1,Q2,Q2_Oth,Q3,Q3_Oth,Q4,Q4_Oth,Q5i_DUM,Q5i_Order,Q5a,Q5b,Q5ii_DUM,Q5ii_Order,Q5c,Q5d,Q5e,Q5f,Q6_Order,Q6a,Q6b,Q6c,Q6d,Q7_Order,Q7a,Q7b,Q7c,Q7d,Q7e,Q8_CF_Order,Q8_Order,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9_DUM,Q9a_CLICK,Q9b_CLICK,Q9c_CLICK,Q10_Order,Q10a,Q10b,Q10c,Q10d,module,Q11_DUM,Q11,Q11_CLICK,Q11a,Q11b,Q12,Q13_Order,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,E_ORDER,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Sect_0_time,Sect_1_time,Sect_2_time,Sect_3_time,Sect_4_time,Sect_5_time,Sect_6_time,Sect_7_time,Sect_8_time,Sect_9_time,Sect_10_time,Sect_11_time,Sect_12_time,Sect_13_time,Sect_14_time,Sect_15_time,Sect_16_time,p_state,p_region,p_geography,p_seifa,p_gender,p_age,p_age_group,p_birthgroup,p_citizen,p_lote,p_atsi,p_house_str,p_schooling,p_education,p_phone,sDevType,fDevType,sOSName,fOSName,wt_agehedu12,wt_geography,wt_internet,wt_sex,wt_tel,wt_volunteer,wt_design,wt_propensit,wt_base,wt_wave,weight,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc
1096,10-OCT-18,1,1,2,1, ,20, ,4, ,1,"b, a",2,2,1,"d, e, f, c",2,1,2,2,"b, c, d, a",5,4,4,4,"c, b, d, a, e",3,4,3,3,3, ,"f, c, b, g, h, a, e, d",5,5,1,4,7,4,5,7,1, , , ,"b, c, d, a",4,4,4,4,2, , , , , , , , , , , , , , , ,2,4,3,3,4,2,2,2,3,2,2,2,4,2,2,3,.916666666666667,1.7,1,1.35,1.25,.483333333333333,1.08333333333333,1.45, , , , , ,1.13333333333333,.116666666666667,1.68333333333333,.866666666666667,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,1,4695.4258,1.20561803337607,5706.14369121748,1366.41652240384,.153887204303263,4,2,3,3
2121,17-OCT-18,2,2,2,16, ,27, ,1, ,1,"a, b",1,1,1,"c, d, f, e",1,1,1,1,"a, b, d, c",3,2,4,4,"b, d, a, e, c",3,3,3,3,2,1,"a, b, h, f, c, e, g, d",7,7,8,1,5,5,1,8,1,0, , ,"a, b, d, c",2,4,2,4,1,1,2,0,2, ,3,"a, f, c, d, e, b",1,1,2,1,2,1,1,3, , , , , , , , , , , , , , , , ,2.53333333333333,1.25,.916666666666667,1.06666666666667,.933333333333334,.433333333333334,.566666666666667,.733333333333333,.75,1.4, ,.283333333333333,.1, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,1,5275.5962,1.05256334585963,5597.28957145701,2636.83313891481,.296962802563268,4,2,3,2
46,16-OCT-18,1,2,4,5, ,1, ,97, ,1,"a, b",2,3,1,"e, c, d, f",1,1,3,3,"c, a, b, d",2,3,1,1,"a, c, e, d, b",2,2,2,2,1, ,"g, a, d, h, b, c, f, e",8,7,6,9,5,8,5,7,1, , , ,"c, a, b, d",4,5,4,5,1,1,2, ,1, ,2,"a, b, e, f, d, c",1,2,1,1,1,2,3,2, , , , , , , , , , , , , , , , ,1.08333333333333,2.66666666666667,1.23333333333333,1.1,1.61666666666667,.466666666666667,.949999999999999,1.35,1.21666666666667,1.86666666666667, ,.683333333333334,.116666666666665, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,2,-99,3,2,6197.6653,1.20561803337607,7531.74903794082,27269.72732,3.0711441427864,4,2,4,3
524,09-OCT-18,2,1,2,13, ,5, ,1, ,2,"b, a",2,1,1,"d, c, e, f",2,2,1,1,"b, a, c, d",4,5,4,4,"b, d, e, a, c",3,3,4,3,3,0,"f, d, e, c, g, a, b, h",10,10,9,3,6,7,7,10,3, , ,0,"b, a, c, d",5,5,5,5,2, , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1.58333333333333,.766666666666666,.916666666666667,.783333333333334,.866666666666666,.4,.5,.633333333333333, , , , , ,.783333333333333,.15,1.46666666666667,.116666666666667,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.05256334585963,6481.11237434404,1388.32340909091,.156354379935281,4,1,4,3
1693,13-OCT-18,2,1,4,6, ,13, ,1, ,3,"b, a",1,1,3,"f, c, e, d",1,1,1,1,"d, a, c, b",1,1,2,2,"a, e, d, c, b",1,1,1,2,2,2,"d, b, a, c, h, e, g, f",5,5,3,3,5,5,5,5,1,0, , ,"d, a, c, b",2,4,4,4,2, , , , , , , , , , , , , , , ,2,2,2,3,3,2,2,3,2,2,3,2,3,3,3,3,1.33333333333333,.8,.716666666666666,.583333333333333,1.08333333333333,.550000000000001,.633333333333333,.933333333333334, , , , , ,.833333333333334,.1,1.5,.483333333333334,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4695.4258,1.05256334585963,4981.74175345152,1067.14222727273,.120182631910845,4,2,3,1
155,09-OCT-18,2,2,2,1, ,16, ,97, ,3,"b, a",2,2,2,"f, c, d, e",2,2,2,2,"d, a, b, c",3,3,3,3,"e, d, c, a, b",2,2,2,2,2,0,"d, c, f, h, a, b, e, g",5,5,3,5,5,4,5,8,3, , ,0,"d, a, b, c",4,4,4,2,2, , , , , , , , , , , , , , , ,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1.18333333333333,1.06666666666667,.55,.6,1,.4,.533333333333333,.5, , , , , ,.633333333333333,.1,1.41666666666667,.5,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5614.828,1.41287198771999,7996.45058972158,1345.75508415635,.151560292328285,4,1,4,2
1393,11-OCT-18,2,1,2,33, ,1, ,1, ,3,"a, b",1,1,1,"c, f, d, e",1,1,2,1,"a, d, b, c",2,1,2,3,"e, d, b, c, a",1,1,1,3,3,2,"a, c, b, g, e, d, h, f",6,6,6,2,7,4,3,7,1,0, , ,"a, d, b, c",2,1,2,2,1,1,1,0, ,2,2,"c, d, b, a, f, e",2,1,2,2,2,2,2,3, , , , , , , , , , , , , , , , ,.966666666666667,2.21666666666667,.716666666666667,.75,1.25,.683333333333334,.499999999999999,.433333333333334,.616666666666667, ,1.71666666666667,.366666666666667,.383333333333333, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,3530.6146,1.1148816830374,3967.68403034746,802.412409090909,.0903684932878409,4,2,4,1
2270,19-OCT-18,2,2,4,13, ,28, ,3, ,1,"a, b",2,2,2,"c, e, d, f",2,2,2,1,"a, c, b, d",2,2,2,2,"c, e, d, b, a",2,2,3,3,2,1,"a, g, f, h, e, c, b, d",6,6,4,1,7,3,3,7,2, ,0, ,"a, c, b, d",4,4,2,1,2, , , , , , , , , , , , , , , ,1,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3.26666666666667,1.75,1.31666666666667,1.76666666666667,1.31666666666667,.25,1.45,1.26666666666667, , , , , ,2.4,1.71666666666667,2.21666666666667,.216666666666665,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4997.3515,1.1148816830374,5615.99437689487,5481.99049315963,.61738728797373,4,1,3,2
1262,11-OCT-18,2,1,2,11, ,13, ,96, ,2,"b, a",1,1,3,"f, e, c, d",1,1,1,1,"d, c, a, b",3,2,3,3,"a, b, d, c, e",2,1,3,4,3,1,"d, h, e, b, g, f, c, a",8,9,3,3,7,3,3,8,2, ,0, ,"d, c, a, b",1,1,2,2,1,2,3,0,2, ,2,"b, c, e, f, d, a",1,2,1,1,1,1,2,2, , , , , , , , , , , , , , , , ,.95,.866666666666667,1.01666666666667,.716666666666667,.883333333333333,.45,.483333333333333,6.1,.383333333333333,.950000000000001, ,.4,.283333333333333, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.05256334585963,6481.11237434404,1424.99905903575,.160484828552872,4,2,4,2
223,09-OCT-18,2,2,2,8, ,1, ,1, ,2,"a, b",2,1,2,"c, d, f, e",1,1,2,2,"a, b, d, c",3,4,4,4,"e, b, c, d, a",3,2,2,3,3,0,"e, g, c, b, d, h, a, f",9,10,9,3,8,7,6,6,1,0, , ,"a, b, d, c",2,4,2,2,1,1,3,0,1, ,3,"e, d, c, f, b, a",1,2,2,2,1,2,2,3, , , , , , , , , , , , , , , , ,1.78333333333333,1.61666666666667,.733333333333333,1.23333333333333,2.01666666666667,.316666666666666,1.3,.633333333333335,.75,1.76666666666667, ,.366666666666667,.1, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,1,6108.623,1.05256334585963,6481.11237434404,1388.32340909091,.156354379935281,4,2,2,1
754,10-OCT-18,2,2,4,16, ,16, ,4, ,1,"a, b",1,2,2,"e, c, f, d",1,1,2,1,"c, a, d, b",2,1,2,1,"a, e, b, d, c",2,1,2,3,2,0,"g, a, e, c, f, d, b, h",3,2,2,2,5,3,4,6,1,0, , ,"c, a, d, b",1,4,4,1,2, , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,2,15,5.81666666666667,4,3.85,5.99999999999999,2.31666666666668,3.3,1.7, , , , , ,5.26666666666667,4.68333333333332,4.2,.533333333333331,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,1,1,-99,-99,1,-99,3,2,6108.623,1.05256334585963,6481.11237434404,1388.32340909091,.156354379935281,4,1,4,3
2550,21-OCT-18,2,1,4,16, ,11, ,4, ,1,"b, a",1,1,2,"d, e, f, c",1,1,1,1,"b, c, d, a",3,2,3,1,"d, b, c, e, a",1,1,3,4,3,1,"f, g, h, c, b, e, a, d",2,3,4,1,5,2,3,6,2, ,0, ,"b, c, d, a",2,2,2,1,2, , , , , , , , , , , , , , , ,2,3,3,3,4,3,3,4,3,3,2,1,4,3,3,3,.65,.6,.466666666666667,.516666666666667,.75,.1,.416666666666667,.883333333333334, , , , , ,.366666666666667,.1,.983333333333333,.416666666666666,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,4997.3515,1.41287198771999,7117.06117252764,9332.33920917124,1.05101743645679,4,1,2,2
682,09-OCT-18,2,1,2,1, ,5, ,-98, ,1,"b, a",3,3,1,"d, e, f, c",2,3,2,2,"b, c, d, a",4,5,3,3,"d, c, a, e, b",1,1,2,2,2,0,"b, h, d, f, g, a, e, c",7,6,5,1,6,6,5,6,3, , ,0,"b, c, d, a",4,5,5,2,2, , , , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,3,4.85,1.61666666666667,.899999999999999,1.71666666666667,2.15,.533333333333333,.716666666666667,1.3, , , , , ,.866666666666667,.366666666666667,2.06666666666667,.649999999999999,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,1,4593.2348,1.05256334585963,4873.31938810886,1043.917,.117566983434917,4,2,4,1
1031,13-OCT-18,1,1,2,11, ,13, ,24, ,1,"b, a",2,2,2,"d, f, c, e",2,2,2,2,"b, d, a, c",2,2,2,1,"a, e, b, d, c",2,1,1,2,2, ,"b, f, e, h, a, d, g, c",3,3,2,1,2,1,1,5,2, , , ,"b, d, a, c",4,4,4,1,2, , , , , , , , , , , , , , , ,2,3,3,3,3,-98,-98,-98,2,-98,2,1,3,2,2,2,1.83333333333333,1.68333333333333,1.71666666666667,1.28333333333333,1.31666666666667,.566666666666666,1.58333333333333,1.53333333333333, , , , , ,3,.149999999999999,2.6,.983333333333334,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,2,2,4100.608,1.20561803337607,4983.28787760972,7444.87077912367,.838448841779885,4,2,4,1
1030,10-OCT-18,1,2,2,34, ,35, ,1, ,1,"a, b",2,1,1,"c, d, e, f",1,2,2,1,"a, b, c, d",3,3,4,4,"b, c, d, a, e",3,3,4,3,2, ,"e, a, f, h, b, c, d, g",9,9,3,1,9,8,3,9,1, , , ,"a, b, c, d",4,2,2,4,2, , , , , , , , , , , , , , , ,1,1,1,1,2,2,2,1,3,3,3,1,3,3,4,4,1.81666666666667,1.15,.933333333333333,1.18333333333333,1.08333333333333,.45,.833333333333334,.866666666666666, , , , , ,1.9,1.38333333333333,1.43333333333333,.133333333333333,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,6197.6653,2.70068857266259,16871.7686662076,20722.9663560563,2.33384133250519,4,1,4,2
680,10-OCT-18,2,2,2,11, ,13, ,1, ,2,"a, b",2,2,1,"e, c, d, f",1,2,2,1,"c, a, b, d",4,4,3,4,"c, a, d, e, b",3,2,3,3,3,1,"c, e, d, g, f, h, b, a",7,7,4,1,4,3,2,7,1,0, , ,"c, a, b, d",4,4,5,2,2, , , , , , , , , , , , , , , ,1,1,2,2,2,2,2,2,2,2,2,3,2,2,3,3, , , ,13.0666666666667,2.35,.683333333333335,1.05,1.43333333333333, , , , , ,1.6,1.35,2.41666666666666,.350000000000001,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,0,6,12,-99,-99,1,-99,3,2,8242.383,1.41287198771999,11738.526701274,14417.9960449191,1.62376922894991,4,1,4,3
1039,10-OCT-18,1,2,4,16, ,13, ,-98, ,3,"b, a",-98,2,1,"d, c, e, f",2,2,1,2,"b, a, c, d",5,4,1,1,"c, b, a, e, d",1,1,1,1,1, ,"b, a, g, f, e, c, h, d",5,5,5,1,5,1,1,5,1, , , ,"b, a, c, d",4,4,4,5,1,3,1, , ,2,1,"b, a, c, d, e, f",-98,2,1,1,1,1,-98,-98, , , , , , , , , , , , , , , , ,1.41666666666667,2.3,1.66666666666667,.95,2.3,.533333333333333,.966666666666667,2.21666666666667,1.23333333333333, ,1.86666666666667,.816666666666666,.333333333333332, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,2,2,7573.64,1.1148816830374,8511.21231969096,12715.4756959733,1.43202967335102,4,2,4,1
925,10-OCT-18,2,1,2,96,Centralisation,17, ,1, ,2,"b, a",1,1,2,"f, d, e, c",2,2,2,1,"d, b, c, a",3,3,3,3,"e, b, c, d, a",2,3,2,2,3,0,"h, a, f, g, e, d, c, b",5,5,8,1,7,7,5,8,1,0, , ,"d, b, c, a",5,5,5,1,2, , , , , , , , , , , , , , , ,1,1,1,1,1,1,3,1,2,4,4,4,2,4,4,3,1.7,2.36666666666667,.983333333333333,1.3,1.78333333333333,.766666666666666,1.01666666666667,1.38333333333333, , , , , ,1.98333333333333,1.53333333333333,3.83333333333333,.566666666666666,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,6197.6653,1.05256334585963,6575.5842630774,2893.33975386279,.325850835759906,4,1,4,2
2563,21-OCT-18,1,1,2,34, ,26, ,1, ,1,"b, a",1,1,1,"d, c, f, e",2,1,1,1,"b, a, d, c",4,4,3,4,"e, a, b, c, d",1,1,3,2,3, ,"f, g, b, a, d, e, c, h",5,6,1,1,5,4,1,5,3, , , ,"b, a, d, c",2,5,1,1,2, , , , , , , , , , , , , , , ,2,1,2,2,2,1,1,1,2,3,1,1,3,4,4,1,3.4,1.35,1.55,1.16666666666667,1.96666666666667,.583333333333334,1.28333333333333,1.75, , , , , ,1.36666666666667,.149999999999999,2.35,.766666666666666,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-1,-1,-1,-1,-99,-99,1,-99,3,2,8242.383,1.1148816830374,9262.74179036913,11377.0814598184,1.28129836713472,4,1,4,3
727,09-OCT-18,2,1,1,16, ,16, ,1, ,3,"b, a",3,2,2,"d, f, e, c",2,2,2,2,"b, d, c, a",3,2,3,2,"b, a, e, c, d",3,2,4,3,2,0,"b, d, h, a, e, g, f, c",5,6,5,2,3,4,3,5,3, , ,0,"b, d, c, a",4,4,5,2,1,2,3,0,1, ,2,"f, b, d, a, c, e",2,1,2,1,2,1,3,2, , , , , , , , , , , , , , , , ,5.71666666666667,1.1,.85,.950000000000001,1.75,.449999999999999,.65,.416666666666666,1.73333333333333,.649999999999999, ,.4,.116666666666667, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,2,6863.409,1.05256334585963,7281.92343840572,15202.3487083011,1.71210381549555,4,2,3,2
1617,12-OCT-18,2,1,2,19, ,16, ,8, ,3,"b, a",2,2,3,"d, c, f, e",2,2,1,1,"b, a, d, c",5,5,5,5,"d, a, e, b, c",2,3,4,2,2,1,"b, d, g, c, a, f, h, e",9,8,8,1,3,1,3,9,3, , ,0,"b, a, d, c",5,5,5,5,1,2,2,0,1, ,1,"b, a, d, c, e, f",1,2,2,1,1,1,1,3, , , , , , , , , , , , , , , , ,2.11666666666667,1,.55,.6,.866666666666667,.283333333333333,.433333333333334,.266666666666667,.2,.933333333333333, ,.483333333333333,.100000000000001, , , , ,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4695.4258,1.05256334585963,4981.74175345152,10143.3625627769,1.14235570298439,4,1,3,2
2092,19-OCT-18,2,1,4,11, ,96,corporations influencing the Australian government,97, ,1,"a, b",3,2,2,"e, f, d, c",1,1,2,2,"c, d, b, a",2,1,2,2,"d, e, c, b, a",1,1,1,2,1,2,"c, b, f, e, a, d, h, g",1,3,4,1,3,2,3,2,1,1, , ,"c, d, b, a",2,4,4,2,1,1,1,0, ,2,2,"c, b, e, d, a, f",1,2,1,1,1,1,3,3, , , , , , , , , , , , , , , , ,1.76666666666667,1.55,.683333333333334,.799999999999999,1.16666666666667,2.28333333333333,.699999999999999,.516666666666669,.866666666666667, ,1.31666666666667,.416666666666664,.416666666666668, , , , ,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,4695.4258,1.1148816830374,5276.69204175994,6947.9519424325,.782485342151305,7,2, ,3
1678,13-OCT-18,2,2,4,32, ,16, ,95, ,3,"a, b",4,4,1,"c, f, d, e",2,2,2,1,"a, d, b, c",2,1,2,3,"b, c, d, a, e",1,1,2,1,1,1,"a, e, f, b, h, d, c, g",4,1,1,1,1,1,1,4,1,0, , ,"a, d, b, c",4,4,5,1,1,3,3,0,2, ,2,"c, b, e, f, a, d",1,2,1,1,1,1,4,-99, , , , , , , , , , , , , , , , ,2.98333333333333,2.01666666666667,1.23333333333333,1.33333333333333,1.45,.566666666666666,.850000000000001,.85,.666666666666666,2.85, ,1.4,.149999999999999, , , , ,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,2,4593.2348,1.1148816830374,5161.8503938652,18968.3910055867,2.13623929023174,7,1, ,2
816,10-OCT-18,2,1,4,34, ,13, ,2, ,2,"b, a",2,2,1,"f, e, d, c",1,1,1,1,"d, c, b, a",2,1,2,2,"d, a, b, c, e",1,1,1,2,1,0,"d, a, b, c, g, e, h, f",3,2,1,1,2,1,2,3,1,0, , ,"d, c, b, a",2,4,1,1,2, , , , , , , , , , , , , , , ,2,3,2,4,3,1,3,2,4,4,4,2,2,3,4,3,.666666666666667,.716666666666667,.516666666666667,.483333333333333,.766666666666667,.25,2.01666666666667,.416666666666667, , , , , ,.816666666666666,.1,1.21666666666667,.233333333333333,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,9870.6293,1.1148816830374,11092.5554556676,31175.298953758,3.51099355185811,7,1, ,1
736,09-OCT-18,2,1,4,11, ,36, ,1, ,1,"a, b",2,2,1,"c, f, e, d",2,2,2,1,"a, d, c, b",3,2,3,3,"e, a, c, d, b",3,2,3,3,3,0,"a, g, c, e, f, d, h, b",5,3,3,1,5,2,4,5,1,0, , ,"a, d, c, b",5,5,5,4,1,1,2,0,1, ,2,"e, b, a, d, c, f",2,1,2,2,-98,2,3,3, , , , , , , , , , , , , , , , ,1.41666666666667,1.88333333333333,1.28333333333333,1.7,3.43333333333333,.433333333333334,.833333333333334,.583333333333334,.366666666666665,3.45, ,.549999999999999,.283333333333335, , , , ,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,3530.6146,1.05256334585963,3745.90312302785,4984.21366424914,.561327160397682,7,2, , 
348,09-OCT-18,2,2,2,11, ,16, ,1, ,1,"a, b",1,1,1,"e, f, d, c",1,1,1,1,"c, d, b, a",4,4,4,4,"b, c, a, d, e",3,2,3,4,3,0,"c, b, d, h, a, e, f, g",7,8,6,4,6,6,3,7,1,0, , ,"c, d, b, a",4,5,5,2,1,1,2,0,1, ,3,"a, c, d, f, e, b",1,1,2,2,2,1,2,3, , , , , , , , , , , , , , , , ,1.2,1.1,.6,.833333333333333,1.01666666666667,.416666666666666,.516666666666667,.766666666666668,.733333333333333,1.41666666666667, ,.333333333333334,.199999999999999, , , , ,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,2,4997.3515,1.1148816830374,5615.99437689487,1203.49544139514,.135538868149959,7,1, ,1
2581,21-OCT-18,2,2,4,16, ,1, ,3, ,1,"a, b",1,1,1,"c, f, d, e",1,1,1,1,"a, d, b, c",4,4,2,2,"d, e, a, b, c",1,1,1,2,1,1,"e, d, g, f, a, c, h, b",3,1,1,1,5,2,6,5,1,0, , ,"a, d, b, c",2,1,1,4,1,1,2,0,1, ,4,"e, b, f, c, a, d",2,2,2,2,2,2,2,3, , , , , , , , , , , , , , , , ,1.55,.9,.616666666666667,.75,1.03333333333333,.433333333333333,.466666666666667,.3,.45,1.58333333333333, ,.333333333333332,.316666666666668, , , , ,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8,8,-99,-99,1,-99,3,2,6530.7788,1.41287198771999,9300.91714057869,13867.2376649421,1.56174226575706,7,2, ,1
1375,11-OCT-18,2,2,4,1, ,16, ,-98, ,1,"a, b",3,3,1,"e, c, f, d",3,2,3,2,"c, a, d, b",2,2,2,3,"c, d, b, e, a",3,3,4,3,3,2,"g, c, e, f, a, h, b, d",7,7,7,1,7,3,4,7,1,0, , ,"c, a, d, b",2,4,4,4,1,1,3,1,2, ,2,"a, c, e, f, d, b",1,1,2,2,1,2,2,2, , , , , , , , , , , , , , , , ,1.8,1.2,.7,1.15,1.5,.983333333333333,.533333333333334,2.21666666666667,.916666666666666,1.13333333333333, ,.633333333333333,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,4695.4258,1.05256334585963,4981.74175345152,3251.55839856555,.366193780139438,5,2,3,2
111,09-OCT-18,2,1,4,11, ,6, ,5,Reason,2,"a, b",2,1,1,"e, c, f, d",1,1,1,2,"c, a, d, b",2,2,2,1,"a, d, e, b, c",1,1,2,3,3,0,"g, a, h, c, d, e, f, b",2,3,9,9,9,3,9,9,1,0, , ,"c, a, d, b",2,2,2,4,2, , , , , , , , , , , , , , , ,1,3,3,4,4,2,3,3,3,4,3,3,3,3,2,3,.6,.65,.283333333333333,.416666666666667,.55,.216666666666666,.383333333333334,.433333333333333, , , , , ,.733333333333333,.65,1.76666666666667,.1,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,4997.3515,1.41287198771999,7117.06117252764,8594.31784648461,.96790072763646,5,1,2,1
330,09-OCT-18,2,2,2,16, ,1, ,1, ,1,"a, b",1,1,2,"e, d, c, f",1,1,2,1,"c, b, a, d",2,2,4,2,"a, d, e, b, c",2,1,2,1,1,0,"c, g, a, d, b, h, e, f",5,5,5,2,5,2,5,8,1,0, , ,"c, b, a, d",4,4,4,2,2, , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1.53333333333333,1.61666666666667,1.1,.683333333333333,1.31666666666667,.533333333333333,.616666666666666,1, , , , , ,1.75,1.23333333333333,2.16666666666667,.133333333333335,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,3,2,8242.383,1.1148816830374,9262.74179036913,4715.41840580229,.531055167799415,5,2,4,3
903,10-OCT-18,2,2,2,11, ,5, ,4, ,3,"b, a",4,4,3,"d, f, e, c",1,1,1,1,"b, d, c, a",4,4,4,4,"d, e, b, a, c",3,3,4,3,2,0,"b, c, h, f, a, d, g, e",9,9,5,1,9,4,1,9,3, , ,0,"b, d, c, a",5,4,5,2,2, , , , , , , , , , , , , , , ,2,1,1,3,3,2,2,3,3,3,3,1,3,3,3,3,5.86666666666667,12.3833333333333,.433333333333334,13.0333333333333,15,.333333333333343,.983333333333334,1.21666666666665, , , , , ,.683333333333337,.1,.783333333333346,.799999999999997,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4997.3515,1.41287198771999,7117.06117252764,6651.06543030483,.749049684284477,5,2,2,1
711,09-OCT-18,2,2,2,16, ,4, ,1, ,1,"a, b",2,2,1,"c, f, e, d",2,1,1,1,"a, d, c, b",4,3,4,3,"e, b, d, a, c",2,2,2,2,3,0,"a, c, e, g, d, b, f, h",8,9,5,4,8,8,5,8,1,0, , ,"a, d, c, b",4,4,4,2,1,2,2,0,1, ,2,"c, a, f, d, b, e",1,1,2,2,1,2,3,3, , , , , , , , , , , , , , , , ,2.83333333333333,2.41666666666667,2.05,2.78333333333333,1.8,.65,1.4,1.33333333333333,1.46666666666667,2.61666666666667, ,.550000000000001,.216666666666665, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,6108.623,1.20561803337607,7423.53986159807,1388.32340909091,.156354379935281,5,2,4,3
