srcid,Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8a,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter
2500,"""2""","""5""","""13""","""3""","""2""","""2""","""4""","""2""","""2""",5,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""1""","""2""",2,"""2""",12.11666666666667,17,24,11,2,50,-48,False,False
1219,"""2""","""2""","""34""","""2""","""1""","""1""","""4""","""2""","""2""",7,7,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",4,"""3""",23.566666666666723,2,41,11,8,46,-38,False,False
398,"""2""","""2""","""96""","""1""","""2""","""1""","""3""","""2""","""3""",7,2,"""4""","""2""","""2""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""2""","""1""",4,"""1""",16.966666666666697,3,22,12,8,28,-20,False,False
980,"""2""","""2""","""34""","""4""","""2""","""2""","""2""","""3""","""1""",5,3,"""4""","""2""","""1""","""2""","""2""","""4""","""3""","""NaN""","""NaN""","""1""","""2""",3,"""1""",5.583333333333329,3,21,13,8,28,-20,False,False
533,"""1""","""2""","""13""","""1""","""1""","""1""","""4""","""1""","""1""",7,3,"""4""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""-1""","""2""",3,"""3""",13.616666666666664,4,32,18,18,36,-18,False,False
1216,"""2""","""4""","""1""","""-98""","""4""","""4""","""1""","""1""","""1""",3,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""2""",2,"""1""",12.066666666666668,0,38,16,20,34,-14,False,True
1402,"""2""","""4""","""13""","""100""","""2""","""1""","""2""","""1""","""1""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""-99""","""0""","""1""",3,"""2""",30.749999999999996,6,39,5,8,42,-34,False,False
749,"""2""","""2""","""37""","""4""","""1""","""3""","""3""","""3""","""3""",4,1,"""4""","""2""","""3""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""1""","""1""",1,"""3""",32.18333333333329,6,19,11,13,22,-9,False,False
803,"""2""","""2""","""16""","""2""","""2""","""1""","""3""","""1""","""3""",6,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",3,"""3""",7.133333333333336,16,28,10,10,44,-34,False,False
1528,"""1""","""2""","""32""","""1""","""1""","""1""","""4""","""2""","""2""",5,2,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""-1""","""1""",4,"""3""",16.066666666666663,10,28,16,10,44,-34,False,False
1500,"""2""","""4""","""13""","""1""","""2""","""1""","""2""","""1""","""2""",6,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",4,"""3""",12.550000000000002,5,45,4,12,42,-30,False,False
448,"""2""","""2""","""1""","""3""","""2""","""1""","""4""","""2""","""4""",9,3,"""4""","""2""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",4,"""2""",23.233333333333338,4,24,9,11,25,-14,False,False
713,"""2""","""4""","""11""","""3""","""1""","""1""","""2""","""3""","""1""",4,8,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""1""","""0""","""1""",3,"""2""",11.266666666666664,8,32,14,12,42,-30,False,False
1391,"""2""","""4""","""37""","""-98""","""1""","""1""","""3""","""3""","""3""",7,5,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""2""","""2""",3,"""1""",11.06666666666667,16,24,14,6,48,-42,False,True
1176,"""2""","""4""","""36""","""4""","""4""","""2""","""4""","""2""","""4""",6,3,"""5""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",2,"""1""",5.566666666666667,3,35,16,8,46,-38,False,False
1351,"""1""","""1""","""13""","""3""","""2""","""2""","""4""","""2""","""1""",8,5,"""4""","""4""","""2""","""1""","""4""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",12.216666666666661,1,26,9,13,23,-10,False,False
456,"""2""","""1""","""5""","""3""","""2""","""1""","""5""","""1""","""1""",2,5,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""2""","""2""",3,"""3""",9.099999999999994,22,26,6,13,41,-28,False,False
1060,"""1""","""2""","""34""","""100""","""3""","""1""","""2""","""1""","""1""",1,1,"""1""","""2""","""1""","""2""","""4""","""1""","""1""","""NaN""","""NaN""","""-1""","""1""",3,"""1""",13.91666666666666,1,26,9,19,17,2,True,False
1689,"""2""","""4""","""16""","""4""","""3""","""3""","""1""","""1""","""2""",2,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",2,"""3""",10.483333333333333,4,36,14,15,39,-24,False,False
152,"""2""","""2""","""1""","""4""","""2""","""2""","""1""","""2""","""1""",6,5,"""2""","""2""","""3""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""2""",10.233333333333329,3,26,8,12,24,-12,False,False
1650,"""2""","""4""","""1""","""1""","""2""","""2""","""3""","""3""","""2""",7,1,"""2""","""4""","""2""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""1""",9.700000000000005,5,24,8,1,35,-34,False,False
156,"""2""","""2""","""13""","""100""","""3""","""3""","""3""","""2""","""2""",1,1,"""2""","""2""","""2""","""1""","""2""","""2""","""2""","""NaN""","""NaN""","""1""","""1""",2,"""2""",18.766666666666666,2,27,8,8,28,-20,False,False
1830,"""2""","""1""","""13""","""1""","""1""","""1""","""5""","""1""","""4""",8,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""4""","""2""","""1""",3,"""1""",11.416666666666652,6,36,12,24,30,-6,False,False
250,"""2""","""4""","""16""","""100""","""4""","""2""","""1""","""1""","""2""",1,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""1""",3,"""1""",7.533333333333327,18,24,12,15,39,-24,False,False
582,"""2""","""2""","""19""","""1""","""2""","""1""","""3""","""4""","""4""",8,8,"""1""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""2""",1,"""2""",7.33666666666667,10,33,11,20,34,-14,False,False
584,"""2""","""4""","""37""","""3""","""4""","""2""","""1""","""3""","""1""",1,2,"""5""","""4""","""1""","""2""","""2""","""2""","""1""","""NaN""","""NaN""","""1""","""2""",2,"""1""",7.600000000000001,1,18,18,17,19,-2,False,False
1520,"""2""","""2""","""-98""","""3""","""2""","""2""","""3""","""2""","""3""",7,3,"""4""","""2""","""3""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""3""",40.566666666666684,6,22,9,8,28,-20,False,False
1200,"""2""","""2""","""16""","""3""","""1""","""1""","""2""","""3""","""1""",9,1,"""1""","""5""","""2""","""1""","""2""","""4""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""3""",14.183333333333335,2,25,10,21,15,6,True,False
1183,"""1""","""5""","""13""","""100""","""1""","""1""","""1""","""1""","""2""",1,1,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""-98""","""-1""","""2""",4,"""3""",15.500000000000004,0,20,25,23,22,1,True,False
1943,"""2""","""4""","""32""","""1""","""3""","""2""","""2""","""2""","""2""",4,1,"""2""","""-99""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""0""","""2""",4,"""1""",14.283333333333331,9,17,24,0,50,-50,False,False
501,"""1""","""4""","""27""","""3""","""4""","""1""","""3""","""3""","""1""",5,5,"""2""","""2""","""2""","""1""","""4""","""1""","""3""","""NaN""","""NaN""","""-1""","""2""",3,"""1""",17.816666666666663,4,24,8,19,17,2,True,False
1824,"""2""","""4""","""36""","""-98""","""2""","""2""","""1""","""1""","""1""",6,1,"""4""","""2""","""3""","""2""","""1""","""4""","""1""","""NaN""","""NaN""","""0""","""2""",4,"""3""",25.78333333333334,2,21,14,15,21,-6,False,True
774,"""2""","""5""","""16""","""1""","""3""","""3""","""1""","""1""","""1""",1,1,"""4""","""1""","""1""","""2""","""3""","""4""","""2""","""NaN""","""NaN""","""0""","""2""",4,"""1""",15.68333333333334,0,18,19,17,19,-2,False,False
992,"""2""","""2""","""4""","""3""","""2""","""2""","""2""","""1""","""1""",3,1,"""1""","""2""","""2""","""2""","""1""","""3""","""2""","""NaN""","""NaN""","""0""","""2""",2,"""2""",13.650000000000002,1,30,6,13,23,-10,False,False
2319,"""1""","""4""","""1""","""3""","""1""","""2""","""2""","""2""","""2""",6,2,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""-1""","""2""",3,"""2""",12.733333333333325,10,36,8,9,45,-36,False,False
1246,"""2""","""4""","""-98""","""-98""","""2""","""1""","""4""","""1""","""2""",5,1,"""2""","""2""","""3""","""2""","""1""","""3""","""1""","""NaN""","""NaN""","""0""","""2""",2,"""2""",7.0166666666666675,2,27,8,10,26,-16,False,True
1865,"""2""","""4""","""16""","""100""","""4""","""2""","""2""","""1""","""1""",1,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",3,"""2""",9.600000000000003,2,44,8,15,39,-24,False,False
1724,"""2""","""2""","""1""","""3""","""2""","""2""","""2""","""2""","""2""",7,2,"""1""","""2""","""3""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",1,"""1""",15.41666666666666,5,26,6,6,30,-24,False,False
2087,"""2""","""4""","""16""","""3""","""2""","""2""","""1""","""3""","""3""",8,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",3,"""2""",12.116666666666665,11,27,16,4,50,-46,False,False
523,"""2""","""4""","""4""","""4""","""1""","""1""","""2""","""1""","""1""",3,1,"""5""","""2""","""3""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""3""",12.353333333333328,5,23,9,20,17,3,True,False
2012,"""2""","""1""","""29""","""100""","""3""","""1""","""3""","""1""","""3""",7,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""2""","""2""","""2""",4,"""3""",17.5,19,8,13,5,35,-30,False,False
111,"""2""","""4""","""11""","""100""","""2""","""2""","""2""","""1""","""2""",2,9,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",2,"""1""",6.783333333333336,4,41,9,13,41,-28,False,False
2582,"""1""","""2""","""1""","""1""","""2""","""2""","""2""","""1""","""2""",7,4,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""-1""","""2""",3,"""3""",14.050000000000002,4,46,4,23,31,-8,False,False
275,"""2""","""2""","""11""","""1""","""4""","""1""","""2""","""1""","""3""",3,1,"""4""","""1""","""3""","""2""","""1""","""3""","""2""","""NaN""","""NaN""","""2""","""2""",4,"""1""",7.033333333333331,2,20,15,11,25,-14,False,False
737,"""2""","""4""","""11""","""3""","""3""","""1""","""2""","""2""","""3""",7,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""2""","""1""",4,"""2""",13.84999999999999,10,28,16,1,53,-52,False,False
496,"""2""","""4""","""13""","""1""","""2""","""1""","""5""","""2""","""2""",6,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""0""","""1""",2,"""1""",12.833333333333337,2,37,15,7,47,-40,False,False
1541,"""1""","""5""","""8""","""1""","""2""","""2""","""4""","""1""","""2""",5,4,"""1""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""-1""","""1""",4,"""1""",17.53333333333332,14,25,13,9,43,-34,False,False
1846,"""2""","""2""","""11""","""1""","""2""","""1""","""4""","""2""","""3""",7,5,"""4""","""2""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""2""","""2""",2,"""1""",11.333333333333329,3,26,8,5,31,-26,False,False
542,"""2""","""4""","""1""","""3""","""-98""","""-98""","""2""","""1""","""1""",4,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""1""",2,"""2""",13.666666666666664,8,31,8,6,41,-35,False,False
2542,"""2""","""5""","""11""","""3""","""2""","""2""","""2""","""3""","""2""",5,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""-98""","""0""","""2""",4,"""1""",24.80000000000001,10,28,8,4,42,-38,False,False
410,"""2""","""4""","""11""","""4""","""3""","""2""","""3""","""2""","""2""",4,3,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",3,"""NaN""",15.36666666666666,14,32,8,5,49,-44,False,False
1422,"""2""","""2""","""16""","""3""","""3""","""2""","""1""","""1""","""2""",8,1,"""1""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""0""","""1""",2,"""1""",12.399999999999991,4,34,16,23,31,-8,False,False
473,"""2""","""1""","""29""","""3""","""1""","""1""","""2""","""1""","""2""",6,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""0""","""1""",3,"""2""",14.933333333333351,4,36,14,12,42,-30,False,False
1283,"""2""","""2""","""16""","""3""","""1""","""1""","""2""","""3""","""3""",5,1,"""2""","""4""","""3""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""0""","""1""",1,"""3""",8.366666666666667,4,22,10,8,27,-19,False,False
1540,"""2""","""5""","""11""","""3""","""3""","""-98""","""2""","""1""","""3""",2,1,"""4""","""2""","""3""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",4,"""3""",18.983333333333338,3,15,15,6,26,-20,False,False
1231,"""2""","""2""","""-98""","""1""","""2""","""2""","""3""","""3""","""3""",8,3,"""5""","""1""","""3""","""2""","""1""","""3""","""-98""","""NaN""","""NaN""","""0""","""2""",4,"""1""",12.216666666666658,5,18,13,13,22,-9,False,False
1481,"""2""","""2""","""4""","""3""","""2""","""2""","""4""","""2""","""2""",8,1,"""4""","""2""","""2""","""1""","""3""","""3""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""1""",7.229999999999999,5,25,7,3,33,-30,False,False
1061,"""2""","""4""","""16""","""1""","""2""","""1""","""3""","""1""","""2""",7,1,"""2""","""1""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""2""",11.116666666666665,4,30,3,14,22,-8,False,False
1826,"""2""","""4""","""16""","""3""","""2""","""1""","""4""","""1""","""2""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""2""",3,"""1""",10.266666666666657,12,36,6,3,51,-48,False,False
1729,"""1""","""5""","""13""","""100""","""2""","""1""","""2""","""2""","""1""",1,1,"""1""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""-1""","""1""",4,"""3""",17.716666666666672,2,41,11,18,36,-18,False,False
110,"""2""","""2""","""36""","""100""","""3""","""1""","""3""","""1""","""1""",6,6,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""0""","""1""",1,"""1""",8.433333333333332,13,29,12,18,36,-18,False,False
1603,"""2""","""2""","""17""","""1""","""1""","""1""","""2""","""1""","""1""",7,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""2""","""2""",3,"""1""",26.19999999999999,14,26,14,18,36,-18,False,False
1668,"""2""","""2""","""11""","""3""","""2""","""2""","""4""","""3""","""3""",7,5,"""1""","""4""","""2""","""1""","""2""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",3,"""1""",17.966666666666676,4,24,9,11,26,-15,False,False
94,"""2""","""4""","""11""","""3""","""4""","""3""","""2""","""1""","""3""",5,1,"""2""","""2""","""1""","""2""","""1""","""4""","""3""","""NaN""","""NaN""","""1""","""1""",1,"""1""",8.300000000000008,2,18,14,13,20,-7,False,False
1316,"""2""","""2""","""11""","""3""","""1""","""1""","""5""","""3""","""4""",9,7,"""1""","""2""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""1""",11.266666666666678,1,27,9,14,22,-8,False,False
2465,"""2""","""2""","""-98""","""-98""","""2""","""1""","""4""","""3""","""3""",8,7,"""5""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""1""","""2""",1,"""2""",8.486666666666665,2,33,19,12,42,-30,False,True
1842,"""2""","""4""","""11""","""100""","""2""","""4""","""4""","""2""","""3""",7,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""2""","""2""",4,"""2""",16.86666666666668,17,29,8,6,48,-42,False,False
2228,"""2""","""4""","""1""","""3""","""3""","""2""","""2""","""1""","""1""",1,1,"""2""","""1""","""3""","""1""","""2""","""4""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""2""",7.933333333333341,3,21,13,16,20,-4,False,False
1452,"""1""","""1""","""1""","""1""","""2""","""4""","""5""","""1""","""1""",1,1,"""5""","""1""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""-1""","""1""",4,"""3""",12.55,1,26,9,28,8,20,True,False
222,"""2""","""2""","""1""","""4""","""2""","""1""","""4""","""3""","""3""",6,7,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",1,"""3""",6.766666666666667,0,44,10,4,50,-46,False,False
297,"""2""","""4""","""1""","""1""","""2""","""2""","""3""","""1""","""1""",4,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""2""","""1""","""2""",1,"""1""",19.21666666666664,14,37,3,18,36,-18,False,False
1982,"""2""","""2""","""11""","""3""","""3""","""1""","""2""","""2""","""3""",9,5,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""1""",1,"""2""",12.05000000000001,6,43,5,15,39,-24,False,False
557,"""2""","""2""","""16""","""3""","""2""","""2""","""2""","""2""","""3""",3,2,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",4,"""1""",20.950000000000003,21,19,14,1,53,-52,False,False
1358,"""1""","""1""","""1""","""100""","""1""","""4""","""4""","""3""","""3""",7,1,"""1""","""2""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""2""",14.63333333333333,1,32,3,19,17,2,True,False
1059,"""1""","""2""","""-98""","""3""","""2""","""2""","""4""","""3""","""3""",7,3,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""-1""","""1""",3,"""2""",11.71666666666667,0,41,13,9,45,-36,False,False
1834,"""2""","""4""","""13""","""3""","""2""","""1""","""4""","""3""","""3""",8,5,"""4""","""2""","""2""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",3,"""1""",7.750000000000002,3,20,14,10,26,-16,False,False
1039,"""1""","""4""","""16""","""-98""","""-98""","""2""","""1""","""1""","""1""",5,1,"""4""","""5""","""1""","""2""","""1""","""-98""","""-98""","""NaN""","""NaN""","""-1""","""2""",4,"""1""",16.60000000000001,0,19,12,16,15,1,True,True
1323,"""2""","""4""","""16""","""1""","""2""","""1""","""3""","""1""","""3""",8,2,"""2""","""4""","""2""","""1""","""2""","""2""","""1""","""NaN""","""NaN""","""0""","""1""",4,"""2""",20.783333333333328,2,24,11,10,26,-16,False,False
671,"""2""","""4""","""-99""","""4""","""3""","""2""","""3""","""1""","""3""",7,2,"""2""","""4""","""1""","""2""","""2""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",1,"""1""",9.016666666666666,6,18,13,8,28,-20,False,False
2313,"""2""","""4""","""13""","""3""","""2""","""3""","""1""","""2""","""2""",5,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",2,"""2""",9.8,3,42,7,7,45,-38,False,False
54,"""2""","""2""","""8""","""1""","""1""","""1""","""4""","""1""","""3""",7,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",3,"""3""",16.84999999999999,12,38,4,16,38,-22,False,False
1089,"""1""","""2""","""1""","""1""","""2""","""2""","""2""","""1""","""3""",5,1,"""3""","""2""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""-1""","""1""",3,"""3""",12.71666666666668,9,21,5,8,27,-19,False,False
645,"""2""","""2""","""1""","""-98""","""2""","""2""","""3""","""2""","""2""",2,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""-98""","""2""","""2""",4,"""2""",9.16666666666667,6,24,4,0,34,-34,False,True
1579,"""1""","""5""","""1""","""3""","""1""","""1""","""1""","""4""","""1""",8,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""-1""","""2""",3,"""3""",14.849999999999987,12,28,12,21,31,-10,False,False
1573,"""2""","""1""","""1""","""1""","""2""","""1""","""2""","""1""","""3""",6,2,"""4""","""1""","""3""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",9.366666666666669,6,21,10,14,22,-8,False,False
1994,"""2""","""2""","""30""","""-98""","""2""","""1""","""4""","""3""","""4""",8,1,"""4""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""1""",2,"""2""",22.11666666666664,7,33,14,10,44,-34,False,True
1248,"""2""","""2""","""13""","""100""","""2""","""1""","""3""","""2""","""2""",7,2,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""0""","""1""",4,"""1""",29.083333333333332,5,45,4,23,31,-8,False,False
1459,"""2""","""2""","""16""","""3""","""1""","""2""","""3""","""1""","""1""",7,1,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",2,"""1""",11.399999999999991,11,36,7,14,40,-26,False,False
1878,"""2""","""2""","""11""","""1""","""2""","""3""","""3""","""1""","""1""",3,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",2,"""1""",18.05,15,31,8,5,49,-44,False,False
1929,"""1""","""4""","""13""","""2""","""1""","""1""","""4""","""2""","""2""",9,2,"""5""","""1""","""2""","""2""","""3""","""1""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",13.36666666666666,1,27,8,14,22,-8,False,False
948,"""2""","""1""","""1""","""100""","""3""","""3""","""3""","""2""","""2""",3,1,"""5""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""-99""","""2""","""2""",3,"""3""",8.85,14,20,11,10,35,-25,False,False
935,"""2""","""2""","""36""","""4""","""3""","""2""","""3""","""2""","""2""",3,3,"""2""","""2""","""1""","""2""","""1""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""2""",11.783333333333337,5,24,8,4,32,-28,False,False
201,"""2""","""4""","""16""","""4""","""2""","""3""","""1""","""2""","""1""",1,3,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",3,"""1""",16.833333333333336,11,34,9,10,44,-34,False,False
2008,"""2""","""2""","""19""","""1""","""2""","""1""","""4""","""3""","""3""",9,9,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""2""",3,"""3""",27.349999999999998,15,28,11,4,50,-46,False,False
1807,"""2""","""2""","""11""","""3""","""2""","""1""","""3""","""2""","""3""",7,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""2""",2,"""1""",8.950000000000005,6,43,5,20,34,-14,False,False
930,"""2""","""2""","""35""","""100""","""2""","""2""","""3""","""2""","""2""",4,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""1""",3,"""2""",10.26666666666668,19,25,10,0,54,-54,False,False
486,"""2""","""4""","""17""","""100""","""2""","""1""","""3""","""3""","""4""",7,5,"""5""","""4""","""1""","""2""","""1""","""1""","""3""","""NaN""","""NaN""","""1""","""2""",1,"""2""",7.450000000000001,3,18,16,15,21,-6,False,False
102,"""2""","""5""","""11""","""3""","""2""","""2""","""1""","""2""","""2""",6,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""1""",1,"""2""",6.916666666666663,10,36,8,14,40,-26,False,False
756,"""2""","""1""","""1""","""3""","""1""","""1""","""5""","""2""","""2""",10,3,"""2""","""2""","""2""","""1""","""2""","""2""","""1""","""NaN""","""NaN""","""1""","""1""",2,"""2""",10.216666666666656,1,36,0,22,14,8,True,False
1483,"""2""","""2""","""11""","""2""","""2""","""2""","""3""","""2""","""3""",8,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",3,"""2""",12.016666666666666,6,46,2,5,49,-44,False,False
2277,"""1""","""4""","""29""","""1""","""3""","""1""","""2""","""1""","""2""",3,2,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""-98""","""-1""","""1""",4,"""1""",15.45,2,22,22,8,38,-30,False,False
288,"""1""","""4""","""12""","""3""","""2""","""4""","""2""","""1""","""2""",5,6,"""4""","""4""","""2""","""2""","""1""","""3""","""1""","""NaN""","""NaN""","""-1""","""2""",3,"""3""",16.849999999999994,1,16,19,9,27,-18,False,False
1745,"""2""","""2""","""16""","""100""","""2""","""1""","""2""","""1""","""1""",4,3,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""1""",4,"""2""",49.45,26,20,8,11,43,-32,False,False
211,"""2""","""4""","""11""","""4""","""3""","""2""","""2""","""2""","""2""",6,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""0""","""1""",2,"""1""",20.48333333333333,4,42,8,18,36,-18,False,False
1639,"""2""","""4""","""20""","""3""","""1""","""1""","""4""","""3""","""3""",8,6,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""2""","""2""",2,"""1""",10.433333333333332,7,34,13,28,26,2,True,False
2058,"""2""","""2""","""17""","""1""","""2""","""2""","""4""","""3""","""4""",8,2,"""2""","""4""","""2""","""1""","""2""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",3,"""2""",6.283333333333333,1,29,6,7,28,-21,False,False
1877,"""2""","""4""","""11""","""4""","""1""","""2""","""1""","""1""","""1""",1,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""2""",2,"""1""",7.016666666666667,0,48,6,24,30,-6,False,False
