srcid,Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8a,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter
2574,"""2""","""2""","""16""","""4""","""2""","""2""","""3""","""2""","""3""",7,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""2""","""2""",4,"""1""",19.53333333333334,7,41,6,4,50,-46,False,False
718,"""2""","""5""","""11""","""3""","""2""","""2""","""3""","""2""","""2""",3,1,"""4""","""4""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""2""",7.4166666666666625,2,21,14,6,30,-24,False,False
1888,"""2""","""2""","""1""","""4""","""2""","""2""","""3""","""3""","""4""",4,3,"""4""","""2""","""1""","""2""","""2""","""2""","""1""","""NaN""","""NaN""","""1""","""2""",1,"""1""",9.65,3,23,11,7,29,-22,False,False
725,"""2""","""4""","""13""","""3""","""1""","""2""","""2""","""1""","""1""",7,3,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""2""","""2""",3,"""3""",9.400000000000004,27,23,4,14,40,-26,False,False
1012,"""1""","""4""","""6""","""1""","""2""","""1""","""4""","""3""","""3""",6,1,"""5""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""-1""","""2""",4,"""NaN""",16.16666666666667,1,33,20,16,38,-22,False,False
1683,"""1""","""4""","""1""","""3""","""1""","""1""","""5""","""1""","""1""",8,7,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""2""","""-1""","""1""",3,"""3""",13.13333333333334,6,43,5,41,13,28,True,False
1007,"""2""","""2""","""20""","""100""","""1""","""1""","""3""","""1""","""2""",3,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""1""","""2""",3,"""3""",14.63333333333333,16,22,16,14,40,-26,False,False
1743,"""2""","""2""","""1""","""1""","""3""","""2""","""3""","""3""","""4""",7,2,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""2""","""1""","""2""",3,"""3""",24.95000000000001,8,21,17,3,43,-40,False,False
563,"""2""","""1""","""36""","""4""","""4""","""1""","""4""","""3""","""2""",7,4,"""4""","""5""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",3,"""1""",16.866666666666674,1,21,15,12,24,-12,False,False
649,"""2""","""4""","""35""","""3""","""2""","""1""","""4""","""2""","""1""",7,2,"""2""","""2""","""1""","""1""","""2""","""3""","""1""","""NaN""","""NaN""","""2""","""1""",3,"""1""",12.549999999999994,2,29,6,12,24,-12,False,False
1527,"""2""","""1""","""-99""","""100""","""2""","""3""","""3""","""3""","""2""",5,5,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""2""",3,"""3""",11.149999999999997,10,29,15,9,45,-36,False,False
1949,"""2""","""2""","""1""","""3""","""1""","""1""","""4""","""1""","""4""",10,6,"""5""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""1""","""1""",,"""1""",40.449999999999996,2,21,31,19,35,-16,False,False
1701,"""2""","""2""","""8""","""4""","""2""","""2""","""2""","""2""","""2""",3,3,"""5""","""4""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",12.850000000000009,3,20,14,10,26,-16,False,False
193,"""2""","""4""","""11""","""3""","""2""","""3""","""2""","""2""","""1""",5,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""1""","""1""",3,"""1""",14.6,11,20,23,3,51,-48,False,False
882,"""2""","""2""","""36""","""1""","""1""","""1""","""4""","""4""","""3""",9,4,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""0""","""1""",4,"""1""",10.966666666666663,8,22,24,12,42,-30,False,False
1747,"""2""","""4""","""16""","""3""","""2""","""1""","""2""","""1""","""1""",3,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""0""","""2""",4,"""1""",16.81666666666666,2,47,5,30,24,6,True,False
1261,"""2""","""2""","""13""","""3""","""1""","""1""","""2""","""1""","""2""",4,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",4,"""2""",16.533333333333328,23,26,3,9,43,-34,False,False
1415,"""2""","""4""","""13""","""3""","""2""","""1""","""3""","""1""","""2""",5,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""4""","""1""","""1""",1,"""3""",4.766666666666667,2,38,14,30,24,6,True,False
1441,"""2""","""2""","""1""","""-98""","""2""","""1""","""4""","""3""","""3""",8,3,"""5""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",,"""3""",8.049999999999997,20,25,9,5,49,-44,False,True
915,"""2""","""4""","""-98""","""-98""","""2""","""2""","""3""","""3""","""3""",4,3,"""4""","""2""","""3""","""1""","""2""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",1,"""3""",7.8,6,18,12,6,29,-23,False,True
1897,"""2""","""2""","""16""","""1""","""1""","""1""","""4""","""2""","""2""",10,1,"""2""","""2""","""3""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",,"""1""",15.43333333333333,4,28,5,11,25,-14,False,False
2206,"""2""","""4""","""32""","""1""","""3""","""2""","""2""","""1""","""2""",3,3,"""4""","""2""","""3""","""2""","""2""","""4""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""2""",9.499999999999996,3,19,15,11,25,-14,False,False
73,"""2""","""4""","""15""","""1""","""1""","""1""","""4""","""3""","""3""",5,2,"""4""","""1""","""2""","""1""","""2""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",2,"""1""",10.350000000000009,1,26,10,18,18,0,False,False
1019,"""2""","""1""","""1""","""3""","""1""","""1""","""3""","""3""","""1""",6,3,"""4""","""4""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""3""",8.083333333333327,4,23,10,13,23,-10,False,False
303,"""2""","""4""","""1""","""4""","""2""","""2""","""2""","""1""","""1""",3,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",2,"""1""",7.316666666666667,6,38,10,6,48,-42,False,False
1327,"""2""","""2""","""96""","""3""","""1""","""2""","""2""","""2""","""2""",5,5,"""2""","""2""","""1""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""1""","""1""",1,"""3""",5.516666666666664,3,24,10,7,29,-22,False,False
1210,"""2""","""2""","""11""","""3""","""2""","""1""","""3""","""2""","""2""",6,2,"""2""","""2""","""1""","""2""","""2""","""1""","""3""","""NaN""","""NaN""","""0""","""2""",3,"""1""",9.250000000000002,3,32,2,11,25,-14,False,False
125,"""2""","""2""","""20""","""1""","""1""","""1""","""4""","""3""","""4""",8,5,"""2""","""4""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""1""","""1""",4,"""3""",24.9666666666667,1,29,7,15,21,-6,False,False
1033,"""2""","""4""","""36""","""1""","""2""","""2""","""3""","""3""","""2""",5,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""0""","""2""",1,"""1""",10.600000000000007,11,27,16,7,47,-40,False,False
1065,"""2""","""2""","""11""","""4""","""1""","""1""","""4""","""2""","""4""",6,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""2""",2,"""1""",24.533333333333342,2,43,9,15,39,-24,False,False
2232,"""1""","""4""","""1""","""1""","""2""","""1""","""3""","""2""","""2""",4,3,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""-1""","""2""",4,"""NaN""",15.650000000000004,11,34,9,6,48,-42,False,False
1169,"""2""","""1""","""36""","""1""","""4""","""1""","""4""","""4""","""4""",9,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""0""","""1""",4,"""2""",16.850000000000012,6,14,34,15,39,-24,False,False
988,"""2""","""2""","""96""","""4""","""2""","""2""","""3""","""2""","""1""",5,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""1""","""1""","""2""",4,"""1""",12.266666666666673,10,23,21,8,46,-38,False,False
344,"""2""","""2""","""1""","""4""","""2""","""3""","""3""","""3""","""2""",7,4,"""4""","""4""","""2""","""2""","""1""","""4""","""1""","""NaN""","""NaN""","""1""","""1""",2,"""1""",9.449999999999998,2,19,16,5,31,-26,False,False
2431,"""1""","""1""","""16""","""3""","""2""","""1""","""2""","""3""","""2""",4,2,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""-1""","""2""",2,"""3""",14.89999999999999,16,21,17,4,50,-46,False,False
2150,"""2""","""5""","""1""","""4""","""2""","""4""","""1""","""1""","""1""",1,1,"""4""","""2""","""3""","""1""","""3""","""3""","""2""","""NaN""","""NaN""","""1""","""2""",2,"""1""",7.699999999999994,2,19,16,15,21,-6,False,False
1774,"""2""","""4""","""20""","""3""","""1""","""1""","""3""","""3""","""2""",8,7,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""-98""","""0""","""2""",4,"""1""",35.23333333333333,13,23,10,6,40,-34,False,False
2231,"""2""","""2""","""1""","""100""","""2""","""1""","""3""","""2""","""2""",9,3,"""4""","""2""","""2""","""1""","""1""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""1""",12.5,4,23,10,13,23,-10,False,False
2054,"""2""","""4""","""14""","""4""","""3""","""2""","""2""","""3""","""2""",3,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",1,"""3""",10.649999999999993,9,23,22,8,46,-38,False,False
1841,"""2""","""2""","""6""","""4""","""2""","""2""","""2""","""3""","""3""",5,1,"""2""","""2""","""3""","""-98""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""1""",9.21666666666667,6,20,10,7,28,-21,False,False
1961,"""1""","""2""","""1""","""1""","""3""","""1""","""3""","""1""","""2""",8,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""-1""","""2""",4,"""3""",15.83333333333333,2,19,33,5,49,-44,False,False
1223,"""2""","""4""","""32""","""3""","""2""","""2""","""3""","""2""","""2""",1,1,"""4""","""4""","""3""","""2""","""2""","""3""","""1""","""NaN""","""NaN""","""0""","""1""",2,"""2""",8.483333333333338,4,20,13,7,29,-22,False,False
771,"""2""","""4""","""-98""","""-98""","""2""","""2""","""4""","""2""","""2""",5,4,"""2""","""2""","""3""","""2""","""2""","""4""","""3""","""NaN""","""NaN""","""1""","""2""",3,"""3""",6.116666666666674,4,25,7,5,30,-25,False,True
176,"""2""","""4""","""11""","""4""","""2""","""2""","""2""","""2""","""2""",6,3,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",3,"""1""",6.733333333333336,9,34,11,3,51,-48,False,False
128,"""2""","""2""","""11""","""1""","""2""","""1""","""3""","""3""","""3""",8,2,"""2""","""4""","""3""","""2""","""4""","""4""","""2""","""NaN""","""NaN""","""0""","""2""",3,"""1""",24.216666666666676,5,19,13,6,30,-24,False,False
1979,"""2""","""2""","""13""","""1""","""2""","""1""","""2""","""1""","""2""",3,1,"""4""","""1""","""3""","""2""","""3""","""1""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",7.483333333333333,2,25,10,18,18,0,False,False
1539,"""2""","""4""","""36""","""1""","""1""","""1""","""5""","""1""","""1""",8,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""0""","""2""",4,"""NaN""",10.749999999999996,16,29,9,17,37,-20,False,False
983,"""2""","""4""","""1""","""100""","""2""","""2""","""1""","""1""","""2""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",3,"""2""",7.31666666666667,0,48,6,13,41,-28,False,False
1494,"""2""","""4""","""16""","""-98""","""3""","""3""","""1""","""1""","""2""",1,1,"""2""","""1""","""1""","""2""","""2""","""2""","""2""","""NaN""","""NaN""","""0""","""2""",3,"""3""",8.65,1,25,11,15,21,-6,False,True
1278,"""2""","""3""","""16""","""100""","""2""","""1""","""4""","""1""","""3""",8,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""2""","""0""","""1""",2,"""2""",22.05000000000001,9,27,8,7,37,-30,False,False
532,"""2""","""2""","""1""","""3""","""1""","""1""","""4""","""2""","""2""",6,5,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",4,"""3""",13.616666666666664,24,26,4,13,41,-28,False,False
729,"""2""","""2""","""1""","""3""","""2""","""2""","""4""","""2""","""3""",8,4,"""1""","""4""","""3""","""2""","""3""","""3""","""2""","""NaN""","""NaN""","""0""","""1""",3,"""1""",8.733333333333338,3,24,10,9,27,-18,False,False
1301,"""2""","""4""","""1""","""100""","""1""","""1""","""3""","""2""","""3""",6,5,"""2""","""2""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""1""",2,"""1""",5.266666666666666,4,23,10,12,24,-12,False,False
999,"""2""","""4""","""1""","""1""","""2""","""1""","""3""","""2""","""1""",5,2,"""2""","""2""","""1""","""1""","""3""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",4,"""1""",10.049999999999995,2,33,2,15,21,-6,False,False
377,"""2""","""4""","""19""","""3""","""2""","""2""","""4""","""2""","""2""",2,4,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""-99""","""1""","""1""",1,"""2""",13.316666666666666,14,23,13,3,47,-44,False,False
1611,"""2""","""2""","""1""","""3""","""3""","""2""","""2""","""2""","""2""",7,1,"""4""","""2""","""3""","""2""","""1""","""3""","""2""","""NaN""","""NaN""","""2""","""2""",2,"""3""",16.133333333333336,3,20,14,0,36,-36,False,False
1171,"""1""","""2""","""1""","""3""","""1""","""4""","""3""","""2""","""2""",8,8,"""1""","""1""","""2""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",12.116666666666674,6,22,8,15,21,-6,False,False
1711,"""2""","""2""","""5""","""-98""","""2""","""2""","""3""","""3""","""3""",7,4,"""4""","""2""","""2""","""2""","""1""","""3""","""2""","""NaN""","""NaN""","""2""","""2""",4,"""3""",14.066666666666661,5,21,11,6,30,-24,False,True
1820,"""2""","""2""","""16""","""4""","""2""","""2""","""4""","""2""","""2""",7,6,"""4""","""2""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""1""",4,"""2""",31.050000000000004,5,24,8,5,31,-26,False,False
864,"""2""","""4""","""15""","""4""","""2""","""1""","""2""","""1""","""2""",4,3,"""4""","""1""","""1""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",9.06666666666667,2,22,13,11,25,-14,False,False
1446,"""2""","""4""","""11""","""3""","""2""","""2""","""2""","""2""","""2""",2,1,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""0""","""2""",3,"""3""",22.216666666666658,5,33,16,4,50,-46,False,False
225,"""2""","""2""","""16""","""3""","""2""","""2""","""1""","""1""","""1""",4,2,"""1""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",4,"""NaN""",18.5,8,40,6,18,36,-18,False,False
1028,"""1""","""4""","""20""","""3""","""1""","""1""","""3""","""4""","""4""",7,4,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""-1""","""2""",4,"""1""",13.89999999999999,25,16,13,11,43,-32,False,False
427,"""2""","""2""","""16""","""-98""","""1""","""2""","""4""","""2""","""4""",7,2,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",1,"""1""",6.136666666666672,13,29,12,4,50,-46,False,True
391,"""2""","""4""","""16""","""100""","""4""","""2""","""1""","""1""","""1""",1,1,"""5""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""1""","""1""",3,"""1""",17.60000000000001,0,16,38,20,34,-14,False,False
1524,"""2""","""4""","""19""","""100""","""3""","""1""","""2""","""1""","""2""",5,4,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""0""","""1""",4,"""3""",16.449999999999978,9,21,24,6,48,-42,False,False
455,"""2""","""2""","""36""","""1""","""3""","""2""","""2""","""2""","""2""",2,1,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""1""","""1""",4,"""2""",26.44999999999999,22,13,19,8,46,-38,False,False
1884,"""2""","""4""","""35""","""3""","""1""","""1""","""3""","""3""","""3""",8,5,"""2""","""2""","""3""","""2""","""3""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""2""",20.316666666666663,5,25,7,9,27,-18,False,False
897,"""2""","""5""","""16""","""3""","""1""","""1""","""1""","""1""","""1""",2,1,"""4""","""2""","""1""","""2""","""2""","""4""","""1""","""NaN""","""NaN""","""0""","""1""",4,"""1""",22.16666666666667,1,23,13,24,12,12,True,False
1529,"""2""","""2""","""36""","""3""","""2""","""1""","""2""","""2""","""2""",1,1,"""2""","""1""","""2""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",4,"""2""",9.866666666666667,3,28,6,10,26,-16,False,False
1026,"""1""","""2""","""13""","""2""","""4""","""1""","""2""","""1""","""3""",3,3,"""5""","""5""","""2""","""1""","""1""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""1""",16.249999999999996,3,20,12,19,16,3,True,False
925,"""2""","""2""","""96""","""1""","""1""","""1""","""3""","""2""","""2""",5,1,"""5""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""0""","""1""",4,"""2""",19.216666666666658,8,26,20,21,33,-12,False,False
892,"""2""","""4""","""16""","""3""","""2""","""3""","""1""","""1""","""1""",2,1,"""1""","""2""","""3""","""2""","""3""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",4,"""2""",26.349999999999994,1,24,12,12,24,-12,False,False
1554,"""2""","""2""","""11""","""1""","""3""","""1""","""3""","""2""","""4""",7,2,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",3,"""1""",18.750000000000004,16,30,8,7,47,-40,False,False
2546,"""2""","""2""","""6""","""1""","""3""","""2""","""3""","""1""","""2""",8,1,"""4""","""2""","""2""","""2""","""2""","""2""","""2""","""NaN""","""NaN""","""1""","""2""",2,"""3""",27.033333333333342,3,29,5,3,33,-30,False,False
1709,"""2""","""2""","""1""","""1""","""2""","""2""","""4""","""3""","""2""",7,3,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",2,"""1""",9.16666666666667,13,35,6,1,53,-52,False,False
324,"""2""","""4""","""16""","""3""","""2""","""2""","""3""","""2""","""2""",5,2,"""2""","""2""","""3""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",3,"""2""",9.816666666666668,7,23,7,3,33,-30,False,False
1242,"""2""","""2""","""17""","""3""","""2""","""2""","""2""","""2""","""2""",5,6,"""4""","""2""","""1""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""2""",22.28333333333333,3,28,6,3,33,-30,False,False
353,"""2""","""4""","""11""","""4""","""1""","""4""","""2""","""1""","""1""",2,1,"""1""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""1""","""1""","""2""",2,"""1""",26.383333333333347,0,27,27,27,27,0,False,False
1304,"""2""","""5""","""16""","""4""","""3""","""2""","""1""","""1""","""1""",1,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""1""","""0""","""2""",3,"""3""",7.616666666666667,4,33,17,23,31,-8,False,False
575,"""2""","""4""","""11""","""3""","""1""","""3""","""4""","""2""","""3""",8,3,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""2""",3,"""1""",16.000000000000004,8,37,9,10,44,-34,False,False
1097,"""2""","""2""","""13""","""4""","""2""","""2""","""3""","""2""","""2""",9,4,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""2""","""1""",3,"""3""",8.699999999999998,15,37,2,0,54,-54,False,False
770,"""2""","""2""","""19""","""1""","""2""","""2""","""3""","""3""","""3""",8,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""2""","""2""",3,"""1""",17.800000000000015,14,26,14,2,52,-50,False,False
505,"""1""","""2""","""26""","""1""","""1""","""1""","""3""","""1""","""4""",10,1,"""2""","""1""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""3""",14.33333333333333,4,26,5,14,21,-7,False,False
681,"""2""","""2""","""16""","""-98""","""1""","""1""","""2""","""2""","""2""",5,1,"""2""","""2""","""2""","""2""","""3""","""2""","""3""","""NaN""","""NaN""","""2""","""2""",4,"""2""",21.78333333333334,2,28,7,11,25,-14,False,True
